year,province,population,in_migration,out_migration,net_migration,migration_turnover,in_migration_rate,out_migration_rate,net_migration_rate,turnover_rate,in_out_ratio
2021,MARDİN,862757,28641,35957,-7316,64598,33.197064758674806,41.67685686699731,-8.443990466462376,74.87392162567212,0.7965347498400868
2021,MERSİN,1891145,57213,57930,-717,115143,30.25310063480061,30.632236026322676,-0.37906353332150855,60.88533666112329,0.987622993267737
2021,MUĞLA,1021141,49545,35133,14412,84678,48.51925444184496,34.40563056424137,14.213928900767801,82.92488500608633,1.4102126206130987
2021,MUŞ,405228,12190,24243,-12053,36433,30.081830475682825,59.825579673665196,-29.307885992736857,89.90741014934802,0.502825557893
2021,NEVŞEHİR,308003,13646,12396,1250,26042,44.30476326529287,40.2463612367412,4.066654087150024,84.55112450203407,1.100838980316231
2021,NİĞDE,363725,16287,16506,-219,32793,44.77833528077531,45.38043851811121,-0.6019220277351378,90.15877379888651,0.9867320974191203
2021,ORDU,760872,27516,28547,-1031,56063,36.163769990221745,37.51879422557276,-1.3541068115775476,73.68256421579451,0.9638841209233895
2021,OSMANİYE,553012,18648,22445,-3797,41093,33.72078725235619,40.5868227090913,-6.842544878858843,74.3076099614475,0.830830920026732
2021,RİZE,345662,15956,15605,351,31561,46.160700337323746,45.14525750588725,1.0159586554033226,91.305957843211,1.0224927907721884
2021,SAKARYA,1060876,40379,31048,9331,71427,38.06194126363496,29.266379859663147,8.834413215926181,67.32832112329811,1.3005346560164905
2021,SAMSUN,1371274,47471,45791,1680,93262,34.61817258986898,33.393034506597516,1.2258890249366259,68.01120709646649,1.036688432224673
2021,SİNOP,218408,13211,10548,2663,23759,60.487711072854474,48.29493425149262,12.267564660384704,108.78264532434709,1.252464922260144
2021,SİVAS,636121,25720,28285,-2565,54005,40.4325592143633,44.464810940057,-4.024138555875517,84.8973701544203,0.9093158918154499
2021,SİİRT,331980,12670,16340,-3670,29010,38.164949695764804,49.219832520031325,-10.994113505983853,87.38478221579614,0.7753977968176254
2021,TEKİRDAĞ,1113400,60190,37516,22674,97706,54.0596371474762,33.69498832405245,20.57414140570911,87.75462547152866,1.604382130291076
2021,TOKAT,602567,35555,31400,4155,66955,59.00588648233308,52.1103877245186,6.91935495957881,111.11627420685168,1.1323248407643312
2021,TRABZON,816684,29914,29442,472,59356,36.62861033153582,36.05066341449079,0.578113976640276,72.67927374602661,1.0160315195978533
2021,TUNCELİ,83645,7054,6517,537,13571,84.33259609062108,77.91260685037958,6.440663736184656,162.24520294100066,1.0823998772441308
2021,UŞAK,373183,13705,12231,1474,25936,36.724609641918306,32.774804854454786,3.957620702061507,69.49941449637309,1.1205134494317717
2021,VAN,1141015,30318,58185,-27867,88503,26.5710792583796,50.99407106830322,-24.12834858004491,77.56515032668283,0.5210621294147977
2021,YALOVA,291001,16965,11564,5401,28529,58.298768732753494,39.738695056030735,18.733925192637543,98.03746378878424,1.467052922864061
2021,YOZGAT,418500,18320,22928,-4608,41248,43.775388291517324,54.786140979689364,-10.950466250320815,98.5615292712067,0.7990230286113049
2021,ZONGULDAK,589684,20883,21991,-1108,42874,35.41388268971178,37.29285515632101,-1.8772088547331753,72.7067378460328,0.9496157518985039
2021,ÇANAKKALE,557276,31210,19429,11781,50639,56.00456506291317,34.864232444964436,21.366176658617245,90.8687975078776,1.6063616243759329
2021,ÇANKIRI,196515,15288,12457,2831,27745,77.79558812304404,63.38956313767397,14.510544619540285,141.18515126071802,1.2272617805250061
2021,ÇORUM,526282,18029,22011,-3982,40040,34.257299318616255,41.82358507416176,-7.537769297314078,76.08088439277802,0.8190904547726137
2021,İSTANBUL,15840900,385328,408165,-22837,793493,24.32488053077792,25.766528416946006,-1.4406094603764112,50.09140894772393,0.9440495877892519
2021,İZMİR,4425789,131394,109470,21924,240864,29.688265753292804,24.734572750756982,4.965993004935414,54.422838504049786,1.200274047684297
2021,ŞANLIURFA,2143020,40371,66987,-26616,107358,18.838368284010414,31.258224374947503,-12.343205671864391,50.09659265895792,0.6026691746159702
2021,ŞIRNAK,546589,17072,20431,-3359,37503,31.233705764294562,37.379091053789956,-6.126560252868805,68.61279681808452,0.8355929714649307
2022,ADANA,2274106,55018,62156,-7138,117174,24.19324341081726,27.33205927955865,-3.133897505131329,51.52530269037591,0.8851599202007852
2022,ADIYAMAN,635169,18780,23359,-4579,42139,29.566934154532102,36.776039132892194,-7.1832127111019775,66.34297328742429,0.8039727728070551
2022,AFYONKARAHİSAR,747555,23667,25425,-1758,49092,31.659209021409797,34.01087545397998,-2.3489045126223553,65.67008447538977,0.9308554572271387
2022,AKSARAY,433055,14264,14147,117,28411,32.93807945872926,32.66790592418977,0.27021003633978563,65.60598538291903,1.0082703046582315
2022,AMASYA,338267,15217,13847,1370,29064,44.985174433214,40.935119299251774,4.058273249166128,85.92029373246578,1.0989383982089984
2022,ANKARA,5782285,189104,161912,27192,351016,32.704026176502886,28.001386994933664,4.713722649981651,60.705413171436554,1.167943080191709
2022,ANTALYA,2688004,92004,78986,13018,170990,34.22762763745887,29.38462889192129,4.854754530588347,63.61225652938016,1.1648140176740183
2022,ARDAHAN,92481,5391,8157,-2766,13548,58.293054789632464,88.20190093100204,-29.468166709281515,146.49495572063452,0.6609047443913203
2022,ARTVİN,169403,9983,9879,104,19862,58.93047938938508,58.31655873862918,0.6141091579028172,117.24703812801427,1.0105273813138982
2022,AYDIN,1148241,45705,36499,9206,82204,39.804361627916094,31.78688097707711,8.049750008306825,71.5912426049932,1.2522260883859833
2022,AĞRI,510626,16871,37676,-20805,54547,33.039837376083476,73.78394362997575,-39.930637191631554,106.82378100605924,0.4477916976324451
2022,BALIKESİR,1257590,49652,40975,8677,90627,39.48186610898624,32.58216111769337,6.923590356763985,72.0640272266796,1.2117632702867602
2022,BARTIN,203351,9990,8634,1356,18624,49.126879140009144,42.458606055539434,6.690580393046928,91.58548519554859,1.1570535093815149
2022,BATMAN,634491,20528,24070,-3542,44598,32.353492799740266,37.93592028886147,-5.566889111718129,70.28941308860173,0.8528458662235148
2022,BAYBURT,84241,7031,8232,-1201,15263,83.46292185515367,97.7196377061051,-14.155808183495106,181.18255956125876,0.8541059280855199
2022,BOLU,320824,15750,14224,1526,29974,49.092337231628555,44.33583522429743,4.767841130284539,93.42817245592599,1.1072834645669292
2022,BURDUR,273799,14684,13187,1497,27871,53.63058301892995,48.163068528373,5.482502320999229,101.79365154730294,1.1135208917873662
2022,BURSA,3194720,90863,70447,20416,161310,28.441616166675015,22.051071768417888,6.411029382209896,50.4926879350929,1.28980652121453
2022,BİLECİK,228673,12078,9453,2625,21531,52.8177790994127,41.33850520175097,11.545541112022537,94.15628430116367,1.2776896223421137
2022,BİNGÖL,282556,11900,14926,-3026,26826,42.115545237050355,52.824926740186015,-10.652341508577141,94.94047197723637,0.7972665148063781
2022,BİTLİS,353988,15111,19885,-4774,34996,42.68788772500763,56.17422059504842,-13.396001403016486,98.86210832005605,0.7599195373397033
2022,DENİZLİ,1056332,29528,26478,3050,56006,27.953332853686153,25.0659830432099,2.8915242314470797,53.01931589689605,1.1151899690308935
2022,DÜZCE,405131,17049,15220,1829,32269,42.082684366291396,37.568095258077015,4.524802921206828,79.65077962436841,1.1201708278580815
2022,DİYARBAKIR,1804880,45963,59751,-13788,105714,25.465958955720048,33.10524799432649,-7.610220700815885,58.57120695004654,0.7692423557764724
2022,EDİRNE,414714,19699,16197,3502,35896,47.500204960527014,39.05583124755856,8.480178611643174,86.55603620808557,1.2162128789281965
2022,ELAZIĞ,591497,21060,22271,-1211,43331,35.60457618550897,37.65192384745823,-2.0452539889630597,73.2565000329672,0.9456243545417808
2022,ERZURUM,749754,26629,39159,-12530,65788,35.516982903725754,52.22913115501885,-16.573657540352823,87.7461140587446,0.6800224724839756
2022,ERZİNCAN,239223,15946,15542,404,31488,66.65747022652504,64.96866940051751,1.6902280552754778,131.62613962704256,1.025994080555913
2022,ESKİŞEHİR,906617,37278,29766,7512,67044,41.117693579538,32.831945573489136,8.320217619323461,73.94963915302714,1.2523684740979641
2022,GAZİANTEP,2154051,50192,55699,-5507,105891,23.301212459686422,25.857790739402176,-2.5533144056403816,49.1590031990886,0.901129284188226
2022,GÜMÜŞHANE,144544,11496,15580,-4084,27076,79.5328758025238,107.78724817356652,-27.860777973339882,187.32012397609031,0.7378690629011553
2022,GİRESUN,450862,20947,20130,817,41077,46.45989238392235,44.64780797672015,1.8137277210633285,91.1077003606425,1.0405861897665176
2022,HAKKARİ,275333,9783,13928,-4145,23711,35.531520013946746,50.58601765861702,-14.942025302310157,86.11753767256377,0.7023980470993682
2022,HATAY,1686043,39530,47597,-8067,87127,23.445428141512405,28.230003623869617,-4.773156718053887,51.67543176538202,0.8305145282265689
2022,ISPARTA,445325,20948,20653,295,41601,47.03980239151182,46.37736484589906,0.662657030061043,93.41716723741088,1.0142836391807486
2022,IĞDIR,203594,9827,11673,-1846,21500,48.267630676739,57.33469552147902,-9.026144525882934,105.60232619821802,0.8418572774779406
2022,KAHRAMANMARAŞ,1177436,29319,34501,-5182,63820,24.900716472063024,29.301804938867164,-4.391424941971667,54.20252141093019,0.849801455030289
2022,KARABÜK,252058,13801,12987,814,26788,54.75327107253093,51.52385562053178,3.2346384476914456,106.27712669306271,1.0626780626780628
2022,KARAMAN,260838,11387,10969,418,22356,43.65544897599276,42.052921736863496,1.6038123155903603,85.70837071285625,1.0381073935636795
2022,KARS,274829,11568,18787,-7219,30355,42.09162788497575,68.35887042488238,-25.926730678408337,110.45049830985813,0.6157449300047906
2022,KASTAMONU,378115,19960,16321,3639,36281,52.78817291035796,43.16411673697156,9.670591330483623,95.95228964732952,1.2229642791495619
2022,KAYSERİ,1441523,38374,38902,-528,77276,26.620456281308034,26.986735556768778,-0.3662122074897332,53.607191838076815,0.9864274330368619
2022,KIRIKKALE,277046,14645,14703,-58,29348,52.86125769727771,53.07060921291049,-0.2093296038978616,105.9318669101882,0.9960552268244576
2022,KIRKLARELİ,369347,18230,13843,4387,32073,49.35737937495092,37.47966004868051,11.948680865087763,86.83703942363144,1.3169110741891208
2022,KIRŞEHİR,244519,13231,11934,1297,25165,54.11031453588474,48.806023253816676,5.318396444014343,102.91633778970142,1.1086810792693145
2022,KOCAELİ,2079072,89685,62534,27151,152219,43.137034215265274,30.077842422003663,13.145023484668215,73.21487663726893,1.4341798061854352
2022,KONYA,2296347,57578,57765,-187,115343,25.073736678298182,25.155170364060833,-0.08143037017506005,50.22890704235902,0.9967627456072016
2022,KÜTAHYA,580701,20014,21209,-1195,41223,34.46524114819847,36.52309880644256,-2.055742445576584,70.98833995464103,0.9436559950964213
2022,KİLİS,147919,8008,7629,379,15637,54.137737545548575,51.57552444243133,2.565499781695599,105.7132619879799,1.0496788569930529
2022,MALATYA,812580,28684,30104,-1420,58788,35.299908932043614,37.04742917620419,-1.7459946636501125,72.3473381082478,0.9528301886792453
2022,MANİSA,1468279,43466,37527,5939,80993,29.6033655728918,25.55849399194567,4.053068652049277,55.16185956483747,1.1582593865749993
2022,MARDİN,870374,28747,36382,-7635,65129,33.02833034994152,41.80042142802979,-8.733784302409711,74.8287517779713,0.7901434775438404
2022,MERSİN,1916432,60984,57001,3983,117985,31.821635205423412,29.743293787621997,2.080503416011101,61.564928993045406,1.0698759670882967
2022,MUĞLA,1048185,49179,36702,12477,85881,46.918244393880855,35.01481131670459,11.974703115754984,81.93305571058544,1.3399542259277424
2022,MUŞ,399202,13847,24941,-11094,38788,34.68669996643303,62.477141898086686,-27.409579764248953,97.16384186451971,0.5551902489876107
2022,NEVŞEHİR,310011,12803,12029,774,24832,41.298534568128225,38.80184896664957,2.4998062165723587,80.1003835347778,1.064344500789758
2022,NİĞDE,365419,15801,15661,140,31462,43.24077292094828,42.857651079993104,0.38319524618926015,86.09842400094138,1.008939403614073
2022,ORDU,763190,28878,27184,1694,56062,37.83854610254327,35.618915342182156,2.222096877652185,73.45746144472542,1.0623160682754562
2022,OSMANİYE,559405,20565,21827,-1262,42392,36.762274202053966,39.018242597045074,-2.2534265654350794,75.78051679909905,0.9421817015622852
2022,RİZE,344016,14716,16938,-2222,31654,42.77708013580764,49.23608204269569,-6.438209702515306,92.01316217850332,0.8688156807179124
2022,SAKARYA,1080080,41396,31141,10255,72537,38.3267906081031,28.83212354640397,9.539956416678876,67.15891415450707,1.3293086284961948
2022,SAMSUN,1368488,48681,43757,4924,92438,35.572836590456035,31.974704929820355,3.6046166031978895,67.5475415202764,1.1125305665379253
2022,SİNOP,220799,14155,11291,2864,25446,64.10808019963858,51.13700696108225,13.055746762275092,115.24508716072084,1.2536533522274378
2022,SİVAS,634924,24583,27668,-3085,52251,38.71801979449509,43.576869042594076,-4.847073648023894,82.29488883708916,0.8884993494289432
2022,SİİRT,331311,12356,17607,-5251,29963,37.29426430151731,53.14342113603231,-15.724546433229072,90.43768543754962,0.7017663429317885
2022,TEKİRDAĞ,1142451,63354,37969,25385,101323,55.45445712770176,33.23468577645781,22.469403859320376,88.68914290415957,1.668571729568859
2022,TOKAT,596454,28325,35358,-7033,63683,47.488993283639644,59.280346849882804,-11.722243010281339,106.76934013352245,0.8010916907064879
2022,TRABZON,818023,28168,30339,-2171,58507,34.43423962406925,37.08819923156195,-2.6504425237926355,71.5224388556312,0.928441939417911
2022,TUNCELİ,84366,8081,7578,503,15659,95.78503188488254,89.82291444420738,5.979944004898085,185.6079463290899,1.0663763525996306
2022,UŞAK,375454,13255,12313,942,25568,35.3039253810054,32.794962898251185,2.5121138824960063,68.09888827925658,1.0765045074311703
2022,VAN,1128749,33903,62422,-28519,96325,30.03590700855549,55.30193160746986,-24.950820575700007,85.33783861602535,0.5431258210246388
2022,YALOVA,296333,18466,12007,6459,30473,62.31503072556887,40.51860575771176,22.036584346485114,102.83363648328063,1.5379362038810693
2022,YOZGAT,418442,19580,22042,-2462,41622,46.79262597922771,52.67635657988443,-5.866472229569212,99.46898255911213,0.8883041466291625
2022,ZONGULDAK,588510,20334,21695,-1361,42029,34.55166437273793,36.86428437919491,-2.3099489893336704,71.41594875193285,0.9372666513021434
2022,ÇANAKKALE,559383,27747,22233,5514,49980,49.60286601487711,39.74557682303538,9.90611290166108,89.34844283791249,1.2480097152880854
2022,ÇANKIRI,195766,13649,14061,-412,27710,69.72099343093285,71.82554682631304,-2.1023411507766414,141.5465402572459,0.9706990967925467
2022,ÇORUM,524130,18723,20448,-1725,39171,35.72205368897029,39.0132219105947,-3.2857612251603596,74.735275599565,0.9156396713615024
2022,İSTANBUL,15907951,385294,418082,-32788,803376,24.22021541303465,26.281323094344458,-2.058985785600601,50.50153850737911,0.9215751933831162
2022,İZMİR,4462056,132426,107312,25114,239738,29.678246978522907,24.049899866787868,5.644230957238107,53.728146845310775,1.2340278813180259
2022,ŞANLIURFA,2170110,45648,68264,-22616,113912,21.034878416301478,31.456469948527953,-10.367568251476792,52.491348364829435,0.6686979960154693
2022,ŞIRNAK,557605,20096,23469,-3373,43565,36.03984899704988,42.08893392275894,-6.030844380792485,78.12878291980883,0.856278495036005
2023,ADANA,2270298,66104,77898,-11794,144002,29.116882453316702,34.31179519164444,-5.181454137277342,63.42867764496115,0.8485968831035456
2023,ADIYAMAN,604978,23294,48372,-25078,71666,38.50387947991497,79.95662652195617,-40.611027712597384,118.46050600187114,0.48155957992226905
2023,AFYONKARAHİSAR,751344,30431,26427,4004,56858,40.502086926893675,35.17297003769246,5.34335456974252,75.67505696458613,1.1515117115071707
2023,AKSARAY,438504,20400,15112,5288,35512,46.52181051940233,34.462627478882744,12.132336071215528,80.98443799828507,1.3499205929062996
2023,AMASYA,339529,19307,15046,4261,34353,56.86406757596553,44.314329556532726,12.628983234958069,101.17839713249826,1.2831981922105542
2023,ANKARA,5803482,232700,208740,23960,441440,40.09661785803764,35.968061932474335,4.1370960417522085,76.06467979051197,1.1147839417457124
2023,ANTALYA,2696249,118356,88758,29598,207114,43.89653922912906,32.919066451206845,11.038057767252793,76.8156056803359,1.3334685324139797
2023,ARDAHAN,92819,6856,6811,45,13667,73.86418728924035,73.3793727577328,0.48493208256776926,147.24356004697313,1.0066069593304947
2023,ARTVİN,172356,13425,10352,3073,23777,77.89110909977025,60.06173269279863,17.989749413854977,137.95284179256888,1.2968508500772797
2023,AYDIN,1161702,52916,41605,11311,94521,45.55040793594227,35.81383177441375,9.78420850718375,81.36423971035602,1.2718663622160797
2023,AĞRI,511238,23324,30696,-7372,54020,45.62258674042227,60.04248510478486,-14.31667585896171,105.66507184520712,0.7598384154287203
2023,BALIKESİR,1273519,60574,43098,17476,103672,47.564268770234285,33.84166235446821,13.8174118681416,81.40593112470249,1.4054944544990486
2023,BARTIN,207238,13197,8926,4271,22123,63.68040610312781,43.07125141142068,20.823734474226303,106.75165751454848,1.4784898050638584
2023,BATMAN,647205,27888,25138,2750,53026,43.089901963056526,38.84086185984348,4.258086493349643,81.9307638229,1.1093961333439415
2023,BAYBURT,86047,10202,8309,1893,18511,118.56311085801946,96.56350599091195,22.244287636382865,215.1266168489314,1.2278252497292093
2023,BOLU,324789,18099,15105,2994,33204,55.72540941965399,46.507116928221095,9.260977691993615,102.23252634787508,1.1982125124131082
2023,BURDUR,277452,18013,14536,3477,32549,64.9229416259389,52.3910442166573,12.610916766861253,117.3139858425962,1.2391992294991745
2023,BURSA,3214571,95935,89763,6172,185698,29.84379564178237,27.923788275325073,1.9218523517936406,57.767583917107444,1.068758842730301
2023,BİLECİK,228058,13762,11323,2439,25085,60.34429838023661,49.64965052749739,10.752143044500823,109.993948907734,1.215402278548088
2023,BİNGÖL,285655,15784,14325,1459,30109,55.255465509093135,50.14790569043076,5.12063679804019,105.4033711995239,1.101849912739965
2023,BİTLİS,359747,19286,19795,-509,39081,53.60989806725282,55.02478130463909,-1.4138829977097318,108.6346793718919,0.9742864359686789
2023,DENİZLİ,1059082,32655,29994,2661,62649,30.833306580604713,28.32075325612181,2.5157137569646557,59.154059836726525,1.0887177435487096
2023,DÜZCE,409865,19891,16124,3767,36015,48.53061373867005,39.33978261134764,9.233261802312114,87.87039635001769,1.2336268915901762
2023,DİYARBAKIR,1818133,49440,63878,-14438,113318,27.19273012480385,35.133843343693776,-7.909707278376993,62.32657346849763,0.773975390588309
2023,EDİRNE,419913,22281,17181,5100,39462,53.0609912053211,40.91561823520586,12.219578640176538,93.97660944052697,1.2968395320412083
2023,ELAZIĞ,604411,35924,24456,11468,60380,59.43637690247199,40.462532945297156,19.155571368200214,99.89890984776915,1.4689237814851162
2023,ERZURUM,749993,34129,38115,-3986,72244,45.505758053741836,50.820474324427025,-5.300630596846218,96.32623237816887,0.8954217499672045
2023,ERZİNCAN,243399,19786,19054,732,38840,81.29039149708915,78.28298390708261,3.0119366505783165,159.57337540417174,1.0384171302613625
2023,ESKİŞEHİR,915418,45072,34020,11052,79092,49.23652364275118,37.16335051309893,12.146496507277787,86.39987415585011,1.324867724867725
2023,GAZİANTEP,2164134,65524,73835,-8311,139359,30.2772379159516,34.11757312624819,-3.8329752553798744,64.39481104219979,0.8874382068124873
2023,GÜMÜŞHANE,148539,24177,13873,10304,38050,162.76533435663362,93.39634708729695,71.86146582326153,256.16168144393055,1.742737691919556
2023,GİRESUN,461712,35227,22520,12707,57747,76.29647919049104,48.774993935613544,27.90548545816099,125.07147312610458,1.564253996447602
2023,HAKKARİ,287625,14956,12732,2224,27688,51.998261625380266,44.26597131681878,7.762300488983048,96.26423294219904,1.1746779767514923
2023,HATAY,1544640,37068,164247,-127179,201315,23.99782473586078,106.33351460534493,-79.08013128723232,130.3313393412057,0.2256844873878975
2023,ISPARTA,449777,25149,21847,3302,46996,55.914375346004796,48.572959488813346,7.368463333973034,104.48733483481814,1.1511420332311073
2023,IĞDIR,209738,12781,10830,1951,23611,60.937932086698645,51.63585044198,9.345548170768218,112.57378252867863,1.1801477377654663
2023,KAHRAMANMARAŞ,1116618,31582,82119,-50537,113701,28.28362071899253,73.54260812560786,-44.25746341689826,101.8262288446004,0.38458821953506495
2023,KARABÜK,255242,17977,14615,3362,32592,70.43119862718518,57.2593852108979,13.259136854642472,127.69058383808307,1.2300376325692781
2023,KARAMAN,263960,15156,11829,3327,26985,57.417790574329445,44.813608122442794,12.684118926482054,102.23139869677223,1.281257925437484
2023,KARS,278335,15376,16382,-1006,31758,55.24278297734744,58.857132592020406,-3.607829635845903,114.09991556936785,0.9385911366133561
2023,KASTAMONU,388990,30284,17608,12676,47892,77.85290110285611,45.265945139977894,33.1267052047291,123.11884624283401,1.7199000454338937
2023,KAYSERİ,1445683,47180,46791,389,93971,32.635093585523244,32.36601661636749,0.26911317523453143,65.00111020189074,1.008313564574384
2023,KIRIKKALE,285744,23664,13403,10261,37067,82.81538719973123,46.90562181533121,36.566309176144415,129.72100901506244,1.7655748712974708
2023,KIRKLARELİ,377156,22171,14336,7835,36507,58.78469386672889,38.01079659345205,20.99193947033867,96.79549046018093,1.5465262276785714
2023,KIRŞEHİR,247179,16475,12735,3740,29210,66.65210232260831,51.52136710642895,15.246077396263487,118.17346942903725,1.2936788378484492
2023,KOCAELİ,2102907,92564,81219,11345,173783,44.01716290829789,38.622250056707216,5.409504754952295,82.6394129650051,1.1396840640736774
2023,KONYA,2320241,75214,61210,14004,136424,32.41646018667888,26.380880262007267,6.053849169930128,58.79734044868615,1.2287861460545662
2023,KÜTAHYA,575674,24281,28405,-4124,52686,42.17838568356396,49.342162404416385,-7.138208455072905,91.52054808798034,0.8548142932582292
2023,KİLİS,155179,12750,7604,5146,20354,82.16317929616766,49.001475715141865,33.72082355870673,131.16465501130952,1.676749079431878
2023,MALATYA,742725,34414,102621,-68207,137035,46.33478070618331,138.16823184893465,-87.8018764759532,184.50301255511798,0.335350464329913
2023,MANİSA,1475716,46467,42259,4208,88726,31.487765938703653,28.636268767161162,2.855568494284791,60.124034705864815,1.0995764215906672
2023,MARDİN,888874,37903,33904,3999,71807,42.64158924661988,38.14263888920139,4.5090934512154766,80.78422813582128,1.1179506842850402
2023,MERSİN,1938389,80493,67409,13084,147902,41.525720585496515,34.775785458955866,6.772793083510237,76.30150604445238,1.1940987108546337
2023,MUĞLA,1066736,63562,40554,23008,104116,59.585501942373746,38.01690390124642,21.80373605046094,97.60240584362016,1.567342309020072
2023,MUŞ,399879,18904,22595,-3691,41499,47.27430047589396,56.50459263927338,-9.187888714778412,103.77889311516734,0.8366452755034299
2023,NEVŞEHİR,315994,19072,13307,5765,32379,60.35557637170326,42.1115590802357,18.411971454258307,102.46713545193896,1.433230630495228
2023,NİĞDE,377080,26089,15991,10098,42080,69.18690993953538,42.4074466956614,27.142899382040746,111.59435663519677,1.6314802076167845
2023,ORDU,775800,43974,29843,14131,73817,56.68213457076566,38.467388502191284,18.382159250040164,95.14952307295695,1.4735113762021244
2023,OSMANİYE,557666,27059,30896,-3837,57955,48.52187510086683,55.4023375999254,-6.856873269363251,103.92421270079222,0.8758091662351113
2023,RİZE,350506,24347,18372,5975,42719,69.46243430925576,52.415650516681595,17.193329275995378,121.87808482593736,1.325223165686915
2023,SAKARYA,1098115,47730,33515,14215,81245,43.46539296886027,30.520482827390573,13.029241320522544,73.98587579625085,1.4241384454721766
2023,SAMSUN,1377546,65364,50570,14794,115934,47.449595149635655,36.71020786238717,10.79736583393485,84.15980301202283,1.2925449871465295
2023,SİNOP,229716,20887,11499,9388,32386,90.92531647773772,50.05746225774435,41.72036511985495,140.98277873548207,1.8164188190277415
2023,SİVAS,650401,48214,31783,16431,79997,74.12965232218278,48.866776035092194,25.586065085555497,122.99642835727498,1.5169744832142968
2023,SİİRT,347412,21120,16468,4652,37588,60.79237332043798,47.40193200004605,13.480697565244606,108.19430532048403,1.2824872479961136
2023,TEKİRDAĞ,1167059,63230,45182,18048,108412,54.1789232592354,38.71440946858728,15.585021178116378,92.89333272782267,1.3994511088486565
2023,TOKAT,606934,45011,34546,10465,79557,74.16127618488996,56.91887421037543,17.392344875324394,131.08015039526538,1.302929427430093
2023,TRABZON,824352,41272,35644,5628,76916,50.06599122704864,43.23881060517837,6.850565646385195,93.30480183222701,1.1578947368421053
2023,TUNCELİ,89317,11806,7234,4572,19040,132.18088381831006,80.99242025594232,52.53300548080569,213.17330407425237,1.6320154824440143
2023,UŞAK,377001,14575,13122,1453,27697,38.660374906167355,34.80627372341188,3.8615425706498847,73.46664862957923,1.1107300716354214
2023,VAN,1127612,39585,56547,-16962,96132,35.10516028563016,50.14756848987063,-14.930115756368536,85.2527287755008,0.7000371372486605
2023,YALOVA,304780,22979,12563,10416,35542,75.39536715007546,41.21989631865608,34.76960463594728,116.61526346873154,1.8291013293003264
2023,YOZGAT,420699,29124,22387,6737,51511,69.22764256630037,53.21381795535525,16.143080843599975,122.44146052165563,1.3009335775226694
2023,ZONGULDAK,591492,26828,22615,4213,49443,45.356488337965686,38.23382226640428,7.148122917852577,83.59031060436996,1.186292283882379
2023,ÇANAKKALE,570499,32719,22615,10104,55334,57.35154662847788,39.64073556658294,17.869048734894694,96.99228219506081,1.446783108556268
2023,ÇANKIRI,205501,25333,13438,11895,38771,123.274339297619,65.39140928754604,59.60807502749889,188.66574858516503,1.8851763655305849
2023,ÇORUM,528351,27902,20273,7629,48175,52.80959059413155,38.370325787213424,14.544269083276378,91.17991638134498,1.3763133231391507
2023,İSTANBUL,15655924,412707,581330,-168623,994037,26.361075845794858,37.13163145145569,-10.712863857723095,63.49270729725055,0.7099358367880549
2023,İZMİR,4479525,147765,125643,22122,273408,32.986756408324545,28.04828636964857,4.950694466823499,61.03504277797311,1.1760702944055776
2023,ŞANLIURFA,2213964,63205,63559,-354,126764,28.548341346110416,28.708235544932077,-0.1598814167661409,57.25657689104249,0.9944303717805504
2023,ŞIRNAK,570745,22726,21572,1154,44298,39.818132440932466,37.796213720663346,2.023964866495489,77.6143461615958,1.0534952716484332
2024,ADANA,2280484,55342,56108,-766,111450,24.26765546261232,24.603549071162085,-0.33583720576429926,48.87120453377441,0.9863477578954872
2024,ADIYAMAN,611037,22295,21158,1137,43453,36.48715216918124,34.6263810538478,1.8625039621208956,71.11353322302905,1.0537385386142357
2024,AFYONKARAHİSAR,750193,20801,25035,-4234,45836,27.7275314485739,33.3714124232031,-5.627999096117292,61.098943871776996,0.8308767725184741
2024,AKSARAY,439474,13969,14893,-924,28862,31.78572566295162,33.88823912222338,-2.10030549898167,65.673964785175,0.9379574296649432
2024,AMASYA,342378,13879,14446,-567,28325,40.537067218103964,42.193131568032996,-1.6546942098835147,82.73019878613697,0.9607503807282293
2024,ANKARA,5864049,202402,150373,52029,352775,34.51574159765718,25.64320318605796,8.912074774481034,60.15894478371514,1.3459996142924595
2024,ANTALYA,2722103,96618,71999,24619,168617,35.49388101772784,26.449770636893607,9.085194130106224,61.94365165462145,1.341935304657009
2024,ARDAHAN,91354,4570,6441,-1871,11011,50.025176784815116,70.505943910502,-20.27316216904415,120.53112069531711,0.7095171557211614
2024,ARTVİN,169280,7670,10400,-2730,18070,45.30954631379962,61.43667296786389,-15.998124761932667,106.74621928166351,0.7375
2024,AYDIN,1165943,40849,35832,5017,76681,35.03516038091056,30.732205605248286,4.312232446261478,65.76736598615884,1.1400145121678946
2024,AĞRI,499801,14411,30970,-16559,45381,28.833475723337887,61.96466193545031,-32.591292127920674,90.79813765878819,0.4653212786567646
2024,BALIKESİR,1276096,44834,40371,4463,85205,35.13372034705853,31.636334570439843,3.503512343738286,66.77005491749837,1.110549651977905
2024,BARTIN,206715,9439,9569,-130,19008,45.661901652032995,46.29078683211184,-0.628687493954928,91.95268848414484,0.9864144633713031
2024,BATMAN,654528,20987,22923,-1936,43910,32.06432727094945,35.02218392490467,-2.9534886559185716,67.08651119585411,0.9155433407494656
2024,BAYBURT,83676,5644,8639,-2995,14283,67.45064295616426,103.24346288063482,-35.1635191696948,170.69410583679908,0.6533163560597292
